"","ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"431","3F00DB12BB77FAAE","docked_bike","2021-05-07 15:39:22","2021-05-07 15:59:05","Nassau Ave & Russell St",5581.01,"Wythe Ave & Metropolitan Ave",5348.02,40.72557,-73.94434,40.716887,-73.963198,"member"
"256","98EEF1296EB11630","docked_bike","2021-05-07 16:28:47","2021-05-07 16:36:46","W 22 St & 8 Ave",6224.03,"Lexington Ave & E 24 St",6089.07,40.744751,-73.999153,40.74025878,-73.98409214,"member"
"205","A0F4904C259344BE","docked_bike","2021-05-07 17:51:55","2021-05-07 18:00:24","University Pl & E 8 St",5755.14,"Pier 40 - Hudson River Park",5696.03,40.731437,-73.994903,40.7277140777778,-74.011295735836,"member"
"359","7FB7645D3078ED72","docked_bike","2021-05-07 20:00:43","2021-05-07 20:38:17","Vesey Pl & River Terrace",5297.02,"DeKalb Ave & S Portland Ave",4546.04,40.715337,-74.016583,40.68981035,-73.97493121,"casual"
"140","2A70598878AE7002","docked_bike","2021-05-08 00:11:48","2021-05-08 00:25:07","W 54 St & 9 Ave",6920.03,"West End Ave & W 94 St",7524.09,40.765849,-73.986905,40.7941654,-73.974124,"casual"
"344","5A32A2EAF5A941A8","docked_bike","2021-05-08 04:50:19","2021-05-08 05:00:28","E 27 St & Park Ave S",6131.13,"Barrow St & Hudson St",5805.05,40.742751,-73.984715,40.73172428,-74.00674436,"casual"
"341","69E947B636672527","docked_bike","2021-05-08 14:31:34","2021-05-08 14:51:35","27 St & Hunter St",6310.06,"Motorgate",6814.01,40.7485,-73.941275,40.7639089,-73.9477213,"casual"
"353","DE93EEFDF077953D","docked_bike","2021-05-08 14:59:27","2021-05-08 15:20:29","E 11 St & Avenue B",5659.11,"Cleveland Pl & Spring St",5492.05,40.727464,-73.979504,40.722103786686,-73.997249007225,"member"
"131","16C8ECBEADAD9ACA","docked_bike","2021-05-08 17:33:44","2021-05-08 17:36:52","31 St & Broadway",6789.04,"35 St & Broadway",6750.16,40.761584,-73.925921,40.760339,-73.9222427,"casual"
"296","1835311386AAD874","docked_bike","2021-05-08 17:46:10","2021-05-08 17:52:59","E 93 St & 2 Ave",7286.02,"Madison Ave & E 82 St",7188.13,40.782454,-73.948919,40.7781314,-73.96069399,"member"
"299","E167C47DF1152F7D","docked_bike","2021-05-08 18:19:14","2021-05-08 18:40:46","Cadman Plaza E & Tillary St",4677.01,"Centre St & Chambers St",5207.01,40.695976,-73.990148,40.71273266,-74.0046073,"casual"
"7","FB0E3F1D56D2F60E","docked_bike","2021-05-08 19:29:21","2021-05-08 19:37:42","St Marks Pl & 4 Ave",4249.1,"Degraw St & Hoyt St",4258.07,40.681778,-73.979889,40.681990442707,-73.9907902479172,"member"
"321","1CC4F946DDD05843","docked_bike","2021-05-08 20:11:08","2021-05-08 20:20:30","Allen St & Hester St",5342.1,"E 12 St & 3 Ave",5788.12,40.716058,-73.991907,40.73223272,-73.98889957,"member"
"190","58F344AE98BA0B14","docked_bike","2021-05-08 21:24:08","2021-05-08 22:09:04","Lenox Ave & W 144 St",7910.01,"Edgecombe Ave & W 145 St",7976.08,40.819783,-73.936521,40.823498,-73.94386,"casual"
"114","5C78ACE35F37AA2A","docked_bike","2021-05-08 23:47:59","2021-05-08 23:56:10","Mott St & Prince St",5561.04,"E 13 St & Avenue A",5779.09,40.723179,-73.9948,40.7296672939298,-73.9806796610355,"member"
"303","D4F812797C9E903B","docked_bike","2021-05-09 01:01:49","2021-05-09 01:07:34","Broadway & W 165 St",8191.01,"W 148 St & Amsterdam Ave",8033.09,40.839137,-73.941409,40.827075,-73.945909,"member"
"238","2758C7FB0FE870C2","docked_bike","2021-05-09 03:11:32","2021-05-09 03:21:16","W 47 St & 10 Ave",6824.07,"1 Ave & E 39 St",6303.01,40.762698,-73.993012,40.74714,-73.97113,"casual"
"449","97997EFA5434C176","docked_bike","2021-05-09 08:46:26","2021-05-09 08:50:11","W 18 St & 6 Ave",6064.08,"W 25 St & 6 Ave",6215.04,40.739713,-73.994564,40.74395411,-73.99144871,"member"
"74","E27684A2E012D801","docked_bike","2021-05-09 09:46:29","2021-05-09 09:56:48","Baltic St & 5 Ave",4208.11,"Congress St & Hicks St",4497.09,40.679576,-73.978549,40.6893952,-73.9995126,"member"
"420","945E360AD7EE240A","docked_bike","2021-05-09 13:39:55","2021-05-09 13:58:23","Fulton St & Utica Ave",4228.02,"Atlantic Ave & Fort Greene Pl",4354.07,40.679426,-73.929891,40.68382604,-73.97632328,"member"
"263","BB24E3931C81CD82","docked_bike","2021-05-09 14:00:38","2021-05-09 14:21:40","1 Ave & E 18 St",5854.09,"Cleveland Pl & Spring St",5492.05,40.733812,-73.980544,40.722103786686,-73.997249007225,"member"
"145","62731081A292C3FC","docked_bike","2021-05-09 14:10:27","2021-05-09 15:26:48","MacDougal St & Prince St",5687.04,"Spring St & Hudson St",5653.12,40.727102,-74.00297,40.7258399679237,-74.0076532959938,"member"
"220","1711EF2BC759AA75","docked_bike","2021-05-09 14:15:31","2021-05-09 15:24:54","W 84 St & Columbus Ave",7382.04,"Riverside Dr & W 82 St",7388.1,40.784999,-73.972834,40.78720869,-73.98128127,"member"
"285","22159792DCF98695","docked_bike","2021-05-09 14:48:10","2021-05-09 14:59:03","W 31 St & 7 Ave",6331.01,"Christopher St & Greenwich St",5847.01,40.749156,-73.9916,40.73291553,-74.00711384,"member"
"59","159845280CAD290E","docked_bike","2021-05-09 21:45:29","2021-05-09 22:13:40","Crescent St & 30 Ave",6958.06,"21 St & 31 Dr",6865.03,40.768692,-73.924957,40.7659,-73.930819,"member"
"212","5EC1EF1BA545D720","docked_bike","2021-05-09 23:26:07","2021-05-09 23:31:34","11 Ave & W 41 St",6726.01,"Broadway & W 41 St",6560.01,40.7603,-73.998842,40.75513557,-73.98658032,"member"
"241","A1D7EEBFBA293766","docked_bike","2021-05-10 02:09:45","2021-05-10 03:07:12","6 Ave & Canal St",5500.07,"6 Ave & Canal St",5500.07,40.722437,-74.005664,40.72243797,-74.00566443,"casual"
"370","1F9A617DC96A5C68","docked_bike","2021-05-10 07:54:21","2021-05-10 08:01:38","1 Ave & E 30 St",6079.03,"E 43 St & 2 Ave",6422.08,40.741443,-73.97536,40.75022392,-73.97121414,"member"
"146","89D0FC67FAF2736C","docked_bike","2021-05-10 09:13:26","2021-05-10 09:32:36","1 Ave & E 68 St",6822.09,"E 15 St & 3 Ave",5863.07,40.765005,-73.958184,40.734232,-73.986923,"member"
"442","3EDD698757005AAF","docked_bike","2021-05-10 09:32:27","2021-05-10 09:41:54","E 19 St & 3 Ave",5938.01,"E 2 St & Avenue B",5515.02,40.736245,-73.984737,40.72217444,-73.98368779,"member"
"390","7E9F4A09E19408B3","docked_bike","2021-05-10 09:32:51","2021-05-10 09:36:01","E 138 St & Canal St W",7803.03,"Alexander Ave & E 134 St",7712.04,40.812304,-73.929153,40.807466,-73.927107,"member"
"323","7575976AD1D373A0","docked_bike","2021-05-10 09:41:00","2021-05-10 09:43:44","Menahan St & Onderdonk Ave",5034.03,"Onderdonk Ave & Dekalb Ave",5115.01,40.70553,-73.9096,40.70863,-73.91497,"casual"
"342","FD08315B62E9AEC4","docked_bike","2021-05-10 09:50:11","2021-05-10 09:50:56","President St & Henry St",4307.13,"President St & Henry St",4307.13,40.6828,-73.999904,40.6828003,-73.99990419,"member"
"466","336678002F44FB29","docked_bike","2021-05-10 11:34:53","2021-05-10 11:37:51","Adam Clayton Powell Blvd & W 115 St",7643.18,"Frederick Douglass Blvd & W 115 St",7658.13,40.802535,-73.953242,40.8038654,-73.9559308,"member"
"235","E79AE48C025793B9","docked_bike","2021-05-10 16:04:22","2021-05-10 16:16:43","Lenox Ave & W 140 St",7872.03,"Brook Ave & E 138 St",7707.08,40.817245,-73.938787,40.807408,-73.91924,"member"
"129","DCF12D7B68DD9DE5","docked_bike","2021-05-10 17:13:49","2021-05-10 17:21:57","Henry St & Grand St",5294.04,"E 7 St & Avenue A",5626.07,40.714211,-73.981095,40.72621788,-73.98379855,"member"
"127","EAFD9BCFC338E05D","docked_bike","2021-05-10 18:01:19","2021-05-10 18:29:30","W 51 St & Rockefeller Plaza",6700.14,"Morningside Ave & W 123 St",7741.01,40.759699,-73.978081,40.81,-73.9551508,"member"
"18","AAE68AF4EFE7BABD","docked_bike","2021-05-10 18:28:44","2021-05-10 18:59:08","E 11 St & 1 Ave",5746.14,"Little West St & 1 Pl",5001.08,40.729538,-73.984267,40.70569254,-74.01677685,"member"
"413","21ED0689DAAFF804","docked_bike","2021-05-10 18:40:30","2021-05-10 18:59:04","E 13 St & Avenue A",5779.09,"South St & Whitehall St",4846.01,40.729667,-73.980679,40.70122128,-74.01234218,"member"
"230","E2CC2EB7B51FF134","docked_bike","2021-05-10 18:47:04","2021-05-10 18:51:18","Lafayette Ave & St James Pl",4494.04,"DeKalb Ave & S Portland Ave",4546.04,40.688515,-73.964762,40.68981035,-73.97493121,"member"
"49","0E3F8DBC7D414843","docked_bike","2021-05-10 18:53:56","2021-05-10 19:07:50","E 6 St & Avenue D",5506.14,"E 17 St & Broadway",5980.07,40.72228,-73.976687,40.73704984,-73.99009296,"member"
"494","5288E7BE8A1BCC20","docked_bike","2021-05-10 19:18:31","2021-05-10 19:25:03","Sunken Meadow Comfort Station",7571.01,"E 138 St & Willow Ave",7654.04,40.79558,-73.91906,40.804168,-73.911545,"member"
"349","D56270C7AFDE1460","docked_bike","2021-05-10 19:24:46","2021-05-10 19:37:01","E 20 St & Park Ave",6055.08,"W 35 St & Dyer Ave",6569.08,40.738274,-73.987519,40.754691750226,-73.9974018931389,"member"
"392","3FDEE1E85A9FA403","docked_bike","2021-05-10 20:11:44","2021-05-10 20:14:46","35 St & Broadway",6750.16,"31 Ave & Steinway St",6782.01,40.760339,-73.922242,40.7611488,-73.9170071,"casual"
"94","B8AF16C7DE3720A3","docked_bike","2021-05-11 07:28:03","2021-05-11 07:30:46","Frost St & Meeker Ave",5371.07,"Driggs Ave & N 9 St",5411.08,40.717661,-73.9488,40.7181696945421,-73.9552013576031,"member"
"215","887A05F5C2EF4675","docked_bike","2021-05-11 07:59:33","2021-05-11 08:01:49","Bond St & Bergen St",4404.1,"Bergen St & Smith St",4446.01,40.684966,-73.986207,40.6867443,-73.99063168,"member"
"242","2E8D7CE6DF550902","docked_bike","2021-05-11 13:49:33","2021-05-11 13:57:09","Leonard St & Church St",5359.11,"MacDougal St & Prince St",5687.04,40.717571,-74.005549,40.72710258,-74.00297088,"member"
"488","80C798D714E54A6A","docked_bike","2021-05-11 15:12:06","2021-05-11 15:23:51","Milton St & Franklin St",5752.07,"Milton St & Franklin St",5752.07,40.72906,-73.95779,40.72906,-73.95779,"member"
"165","89DE3CA7BB88BBE2","docked_bike","2021-05-11 17:13:57","2021-05-11 17:31:47","W 59 St & 10 Ave",7023.04,"W 16 St & The High Line",6233.05,40.770513,-73.988038,40.74334935,-74.00681753,"member"
"422","428DEA869F20400A","docked_bike","2021-05-11 17:19:14","2021-05-11 17:25:17","Broadway & W 25 St",6173.08,"Broadway & W 36 St",6441.01,40.742868,-73.989186,40.75097711,-73.98765428,"member"
"233","44560761F3A511D2","docked_bike","2021-05-11 19:30:48","2021-05-11 19:49:42","Grand Concourse & E 167 St",8126.07,"Sherman Ave & E 166 St",8072.06,40.834263,-73.917641,40.831305492673,-73.917447924614,"casual"
"24","BB008B65D07D3B1B","docked_bike","2021-05-11 19:32:11","2021-05-11 19:34:07","1 Ave & E 62 St",6753.08,"1 Ave & E 68 St",6822.09,40.761227,-73.96094,40.76500525,-73.95818491,"member"
"426","57D283DD5B005003","docked_bike","2021-05-11 20:23:38","2021-05-11 20:27:38","Devoe St & Morgan Ave",5282.02,"Scholes St & Manhattan Ave",5108.01,40.713811,-73.93515,40.70870368,-73.9448625,"member"
"19","E9609DB7784888F6","docked_bike","2021-05-11 20:44:55","2021-05-11 21:01:51","W 26 St & 8 Ave",6297.02,"West St & Liberty St",5184.08,40.747348,-73.997235,40.711444,-74.014847,"member"
"298","EBCC5A911C830E18","docked_bike","2021-05-11 21:32:28","2021-05-11 21:38:19","Lafayette St & Jersey St",5561.06,"St Marks Pl & 1 Ave",5626.13,40.72456,-73.995652,40.72779126,-73.98564945,"member"
"89","71379815F1DFFF1E","docked_bike","2021-05-11 21:54:22","2021-05-11 21:58:07","Amsterdam Ave & W 73 St",7260.09,"Amsterdam Ave & W 66 St",7149.05,40.779668,-73.98093,40.7746671,-73.98470567,"member"
"457","B9E892B51759B8E0","docked_bike","2021-05-12 02:50:52","2021-05-12 02:57:27","South St & Gouverneur Ln",4953.04,"Old Slip & South St",4993.13,40.703553,-74.006702,40.7033668669587,-74.007867872715,"casual"
"455","A291413944DD51A3","docked_bike","2021-05-12 07:15:21","2021-05-12 07:23:45","W 41 St & 8 Ave",6602.03,"Pershing Square North",6432.09,40.756405,-73.990026,40.751873,-73.977706,"member"
"253","40EDB1F8D1AB6112","docked_bike","2021-05-12 09:36:10","2021-05-12 09:39:33","7 Ave & Park Pl",4125.07,"Berkeley Pl & 6 Ave",4134.06,40.677614,-73.973242,40.6765304,-73.97846879,"casual"
"302","76228C0B79E4A938","docked_bike","2021-05-12 11:12:01","2021-05-12 11:17:49","Fairview Ave & Linden St",5066.03,"Flushing Ave & Woodward Ave",5225.02,40.70694,-73.90632,40.71246,-73.91873,"member"
"43","BCFF9B8D1B578548","docked_bike","2021-05-12 13:18:51","2021-05-12 13:21:36","4 Ave & 3 St",4028.04,"Union St & 4 Ave",4175.15,40.673746,-73.985649,40.6772744,-73.98282002,"member"
"301","C8E6E938A943B04A","docked_bike","2021-05-12 14:00:16","2021-05-12 14:06:50","N 6 St & Bedford Ave",5379.1,"Berry St & N 8 St",5379.09,40.717451,-73.958509,40.7190095,-73.95852515,"member"
"272","BDB53001162B59EF","docked_bike","2021-05-12 14:04:18","2021-05-12 14:13:55","Sullivan St & Washington Sq",5721.01,"Broadway & W 25 St",6173.08,40.730477,-73.99906,40.7428687731211,-73.9891862869263,"member"
"481","9167C21F5FEE5C24","docked_bike","2021-05-12 14:31:37","2021-05-12 14:41:50","Central Park S & 6 Ave",6876.04,"Central Park West & W 72 St",7141.07,40.765909,-73.976341,40.7757937668367,-73.9762057363987,"member"
"105","2ACF61453AB381F0","docked_bike","2021-05-12 14:58:44","2021-05-12 15:14:20","University Pl & E 14 St",5905.14,"W 53 St & 10 Ave",6890.01,40.734814,-73.992085,40.76669671,-73.99061728,"member"
"13","855DBDB684D7AB3B","docked_bike","2021-05-12 16:30:50","2021-05-12 16:38:12","Washington Ave & Park Ave",4724.03,"Kent Ave & S 11 St",5062.01,40.696102,-73.96751,40.7076449441757,-73.9684152603149,"member"
"112","05383672F4D50C27","docked_bike","2021-05-12 16:34:44","2021-05-12 16:53:31","3 St & Hoyt St",4110.1,"14 St & 7 Ave",3731.11,40.677728,-73.993641,40.663779,-73.98396846,"member"
"451","A55E785A618B48CA","docked_bike","2021-05-12 16:36:36","2021-05-12 16:51:36","Carlton Ave & Flushing Ave",4732.08,"Metropolitan Ave & Bedford Ave",5308.04,40.697787,-73.973736,40.71534825,-73.96024116,"member"
"388","9946D018F0C28E12","docked_bike","2021-05-12 17:42:38","2021-05-12 17:59:40","Park Ave & Marcus Garvey Blvd",4768.02,"3 Ave & Schermerhorn St",4437.01,40.698617,-73.941342,40.68683208,-73.9796772,"casual"
"71","2A06F15C5D9FD5B1","docked_bike","2021-05-12 18:31:35","2021-05-12 18:58:27","Prospect Park SW & 10 Ave",3611.02,"Halsey St & Tompkins Ave",4319.07,40.659945,-73.977504,40.6823687,-73.944118,"member"
"284","1FE312172859E8AB","docked_bike","2021-05-12 18:47:31","2021-05-12 21:56:44","7 St & 3 Ave",3996.01,"Clinton St & Centre St",4045.01,40.672602,-73.98983,40.67434,-74.00194698,"member"
"178","8958AE16170CC797","docked_bike","2021-05-12 20:12:20","2021-05-12 21:01:01","St Nicholas Ave & W 134 St",7837.3,"8 Ave & W 38 St",6526.05,40.816234,-73.948222,40.75461,-73.99177,"casual"
"419","E610C55A7964DAE4","docked_bike","2021-05-12 23:55:23","2021-05-13 00:08:58","44 St & 3 Ave",3315.05,"6 Ave & 12 St",3803.05,40.651173,-74.011405,40.6663181,-73.9854617,"member"
"279","D950669CCCEB00AD","docked_bike","2021-05-13 06:03:41","2021-05-13 06:40:59","1 Ave & E 30 St",6079.03,"S 4 St & Wythe Ave",5204.05,40.741443,-73.97536,40.71285887,-73.96590294,"member"
"14","150D3AAFB3BA6FB1","docked_bike","2021-05-13 06:59:15","2021-05-13 07:07:35","Pershing Square North",6432.09,"W 27 St & 7 Ave",6247.06,40.751873,-73.977706,40.746647,-73.993915,"member"
"297","1E09ADBDAC651A82","docked_bike","2021-05-13 08:09:01","2021-05-13 08:12:44","Columbus Ave & W 72 St",7175.05,"W 54 St & 9 Ave",6920.03,40.777057,-73.978984,40.76584941,-73.98690506,"member"
"73","38A563BDDA3E5C8A","docked_bike","2021-05-13 11:08:45","2021-05-13 11:44:43","Albany Ave & Fulton St",4237.02,"Lispenard St & Broadway",5391.06,40.68001,-73.938475,40.71939226,-74.00247214,"member"
"97","DE3945DD103CA2DF","docked_bike","2021-05-13 11:46:49","2021-05-13 12:18:36","McKibbin St & Manhattan Ave",4996.08,"W 15 St & 10 Ave",6115.09,40.705109,-73.944072,40.742753828659,-74.0074735879898,"member"
"288","CD1EE21D04392570","docked_bike","2021-05-13 14:56:26","2021-05-13 15:19:21","1 Ave & E 68 St",6822.09,"W 42 St & 8 Ave",6602.05,40.765005,-73.958184,40.7575699,-73.99098507,"member"
"404","962AD6F77DD89987","docked_bike","2021-05-13 15:52:56","2021-05-13 16:01:34","South St & Whitehall St",4846.01,"West St & Liberty St",5184.08,40.701221,-74.012342,40.711444,-74.014847,"member"
"121","E53D73CB0265837F","docked_bike","2021-05-13 17:13:16","2021-05-13 17:17:26","Front St & Washington St",4936.01,"Clark St & Henry St",4789.03,40.70255,-73.989402,40.69760127,-73.99344559,"member"
"77","DD5F3B22BFAA46A7","docked_bike","2021-05-13 18:24:19","2021-05-13 18:33:05","10 Ave & W 28 St",6459.04,"Christopher St & Greenwich St",5847.01,40.750663,-74.001768,40.73291553,-74.00711384,"member"
"40","A87DB8FA679B39F1","docked_bike","2021-05-13 18:41:44","2021-05-13 18:56:23","Bayard St & Baxter St",5351.03,"Clinton St & Grand St",5303.06,40.716021,-73.999743,40.71559509,-73.9870295,"member"
"195","E45E216FD329B00F","docked_bike","2021-05-13 19:08:38","2021-05-13 19:19:33","Grove St & Broadway",4526.01,"Wilson Ave & Troutman St",4864.09,40.69047,-73.923511,40.70166,-73.92754,"casual"
"266","26E7AC531E107EEF","docked_bike","2021-05-13 20:36:50","2021-05-13 21:10:04","E 2 St & Avenue A",5553.1,"E 11 St & 1 Ave",5746.14,40.723077,-73.985836,40.72953837,-73.98426726,"casual"
"229","A7F8290F26846108","docked_bike","2021-05-13 20:45:59","2021-05-13 20:47:41","E 102 St & 1 Ave",7407.13,"E 106 St & 1 Ave",7456.03,40.786994,-73.941648,40.7892529,-73.93956237,"member"
"246","5DA9C9F747EB3CC5","docked_bike","2021-05-13 23:02:39","2021-05-13 23:13:38","Freeman St & Southern Blvd",8060.01,"Hoe Ave & Jennings St",8095.06,40.830051,-73.892103,40.832171,-73.889686,"casual"
"397","052D97F5E9F0A618","docked_bike","2021-05-14 00:17:43","2021-05-14 00:20:41","W 59 St & 10 Ave",7023.04,"W 64 St & Thelonious Monk Circle",7123.04,40.770513,-73.988038,40.7751595343424,-73.9891869574785,"member"
"108","36E290C6ACB96518","docked_bike","2021-05-14 08:06:15","2021-05-14 08:22:31","W 15 St & 7 Ave",6030.06,"Murray St & Greenwich St",5288.12,40.739355,-73.999317,40.7148515052625,-74.0112233161926,"member"
"65","A70CA44BB6DF4E17","docked_bike","2021-05-14 09:21:22","2021-05-14 09:39:11","Greenwood Ave & E 4 St",3353.04,"Douglass St & 4 Ave",4175.14,40.650739,-73.977739,40.6792788,-73.98154004,"member"
"377","26763C95DAAD33D4","docked_bike","2021-05-14 11:14:54","2021-05-14 11:19:50","E 20 St & 2 Ave",5971.08,"E 13 St & 2 Ave",5820.08,40.735876,-73.98205,40.7315393746407,-73.9853024482727,"casual"
"93","133C7661B9787F1A","docked_bike","2021-05-14 12:05:59","2021-05-14 12:17:07","E 30 St & Park Ave S",6206.08,"E 7 St & Avenue A",5626.07,40.744449,-73.983035,40.72621788,-73.98379855,"member"
"445","4C273D04139A8EF2","docked_bike","2021-05-14 13:51:35","2021-05-14 14:04:45","Stanton St & Norfolk St",5445.07,"Carmine St & 6 Ave",5763.03,40.720747,-73.986274,40.73038599,-74.00214988,"member"
"398","D89C401709274877","docked_bike","2021-05-14 14:03:06","2021-05-14 14:15:33","5 Ave & W 131 St",7735.05,"West End Ave & W 107 St",7650.05,40.81014,-73.93973,40.8021174,-73.9681805305,"member"
"362","E99358FC38CFF461","docked_bike","2021-05-14 14:49:48","2021-05-14 15:15:32","Greenwich Ave & 8 Ave",6072.06,"Greenwich Ave & 8 Ave",6072.06,40.739016,-74.002637,40.7390169121,-74.0026376103,"member"
"491","FDCC7365E9E47745","docked_bike","2021-05-14 15:04:44","2021-05-14 15:23:07","2 Ave & E 31 St",6197.02,"University Pl & E 8 St",5755.14,40.742909,-73.97706,40.7314372408523,-73.9949034154415,"casual"
"38","CE67899A26BC2F05","docked_bike","2021-05-14 15:42:49","2021-05-14 15:44:03","E 58 St &  1 Ave (NW Corner)",6723.1,"1 Ave & E 62 St",6753.08,40.759125,-73.962658,40.7612274,-73.96094022,"member"
"28","8FF1FA90163CD881","docked_bike","2021-05-14 15:46:45","2021-05-14 16:40:48","Central Park West & W 76 St",7253.04,"Central Park West & W 76 St",7253.04,40.778967,-73.973747,40.77896784,-73.97374737,"casual"
"292","BC3382AE528232AD","docked_bike","2021-05-14 16:36:26","2021-05-14 16:39:30","Frederick Douglass Blvd & W 115 St",7658.13,"Lenox Ave & W 115 St",7627.1,40.803865,-73.95593,40.8011939,-73.9500739,"member"
